DATA_DADES;HOMES;SECCIO_CENSAL;DONES;EDAT_0_A_14;EDAT_15_A_24;EDAT_25_A_64;EDAT_65_A_MES;NACIONALS;COMUNITARIS;ESTRANGERS
30/03/15;662;08021;793;180;124;792;359;1255;16;184
30/03/15;556;08022;665;114;122;671;314;1092;5;124
30/03/15;645;08023;714;160;139;761;299;1175;20;164
30/03/15;647;08024;747;165;122;741;366;1216;31;147
30/03/15;526;08025;656;138;89;617;338;968;41;173
30/03/15;620;08026;742;181;85;702;394;1175;22;165
30/03/15;628;08027;646;149;86;670;369;1178;14;82
30/03/15;505;08028;594;105;84;575;335;1009;16;74
30/03/15;701;08029;799;226;123;820;331;1379;14;107
30/03/15;685;08030;759;230;121;796;297;1247;11;186
30/03/15;632;08031;661;170;90;673;360;1189;13;91
30/03/15;613;08032;698;157;122;714;318;1171;18;122
30/03/15;687;08033;751;166;101;837;334;1180;26;232
30/03/15;512;08034;648;115;93;522;430;960;6;194
30/03/15;921;08035;826;149;121;996;481;1392;58;297
30/03/15;696;08036;777;168;130;799;376;1213;29;231
30/03/15;677;08037;810;158;118;776;435;1235;24;228
30/03/15;642;08038;814;187;128;792;349;1207;12;237
30/03/15;691;08039;851;205;135;796;406;1249;43;250
30/03/15;756;08040;893;229;164;902;354;1347;16;286
30/03/15;1119;08041;1219;372;258;1319;389;1600;37;701
30/03/15;592;08042;702;153;90;580;471;1141;13;140
30/03/15;503;08043;647;127;120;556;347;1070;6;74
30/03/15;639;08044;704;164;134;718;327;1058;14;271
30/03/15;791;08045;913;227;154;967;356;1328;38;338
30/03/15;622;08046;768;165;119;695;411;1162;11;217
30/03/15;712;08047;811;208;135;794;386;1120;28;375
30/03/15;482;08048;557;126;127;535;251;958;11;70
30/03/15;609;08049;634;164;116;677;286;1159;19;65
30/03/15;675;08050;756;140;131;740;420;1344;12;75
30/03/15;645;08051;699;265;77;741;261;1282;11;51
30/03/15;385;08052;476;111;53;419;278;791;19;51
30/03/15;539;08053;596;125;89;527;394;1064;18;53
30/03/15;745;08054;922;187;119;764;597;1547;19;101
30/03/15;881;08055;986;210;154;947;556;1776;30;61
30/03/15;678;08056;778;161;127;699;469;1336;35;85
30/03/15;628;08057;695;134;114;640;435;1203;15;105
30/03/15;744;08058;872;209;144;805;458;1497;19;100
30/03/15;486;08059;522;117;71;546;274;957;6;45
30/03/15;561;08060;637;130;86;652;330;1161;9;28
30/03/15;827;08061;843;222;138;897;413;1589;20;61
30/03/15;585;08062;627;115;130;686;281;1180;3;29
30/03/15;542;08063;606;100;85;651;312;1102;8;38
30/03/15;824;08064;916;237;145;942;416;1664;14;62
30/03/15;852;08065;835;295;215;934;243;1406;37;244
30/03/15;804;08066;790;277;152;952;213;1281;55;258
30/03/15;780;08067;800;221;144;900;315;1351;26;203
30/03/15;851;08068;986;270;229;992;346;1462;26;349
30/03/15;716;08069;739;202;153;818;282;1212;19;224
30/03/15;668;08070;756;206;121;840;257;1089;34;301
30/03/15;764;08071;842;205;165;887;349;1335;20;251
30/03/15;564;08072;619;161;123;595;304;999;34;150
30/03/15;765;08073;866;219;152;940;320;1281;48;302
30/03/15;693;08074;731;205;131;822;266;1061;54;309
30/03/15;862;08075;968;224;178;1015;413;1514;41;275
30/03/15;731;08076;836;166;121;808;472;1312;21;234
30/03/15;675;08077;762;214;155;802;266;1328;15;94
30/03/15;681;08078;790;171;111;831;358;1225;43;203
30/03/15;655;08079;737;193;138;762;299;1090;35;267
30/03/15;661;08080;814;182;129;820;344;1240;22;213
30/03/15;706;08081;827;243;131;852;307;1166;15;352
30/03/15;705;08082;866;190;148;816;417;1315;19;237
30/03/15;608;08083;674;171;104;691;316;1047;30;205
30/03/15;539;08084;621;137;98;585;340;997;12;151
30/03/15;690;08085;726;178;155;803;280;1177;22;217
30/03/15;764;08086;902;223;150;871;422;1387;31;248
30/03/15;579;08087;665;156;90;660;338;1090;10;144
30/03/15;594;08088;660;170;91;679;314;1072;19;163
30/03/15;588;08089;660;159;108;652;329;1059;25;164
30/03/15;566;08090;637;149;107;632;315;1047;4;152
30/03/15;597;08091;577;115;103;604;352;1034;10;130
30/03/15;497;08092;505;104;83;543;272;901;7;94
30/03/15;613;08093;636;180;105;660;304;1116;9;124
30/03/15;709;08094;781;145;107;760;478;1355;18;117
30/03/15;518;08095;558;133;78;489;376;1022;12;42
30/03/15;705;08096;744;176;149;817;307;1268;22;159
30/03/15;633;08097;705;193;149;715;281;1162;6;170
30/03/15;595;08098;644;173;119;623;324;1077;31;131
30/03/15;636;08099;677;160;117;764;272;1135;20;158
30/03/15;555;08100;668;151;105;658;309;1077;17;129
30/03/15;776;08101;923;202;160;917;420;1504;12;183
30/03/15;641;08102;714;175;90;685;405;1137;21;197
30/03/15;753;08103;734;222;129;878;258;1142;22;323
30/03/15;533;08104;678;154;114;643;300;1032;28;151
30/03/15;775;08105;842;250;170;856;341;1327;23;267
30/03/15;575;08106;652;179;123;672;253;944;7;276
30/03/15;866;08107;923;254;170;1028;337;1621;8;160
30/03/15;862;08108;883;354;199;997;195;1403;42;300
30/03/15;528;08109;487;163;119;565;168;922;10;83
30/03/15;935;08110;913;341;183;1047;277;1328;48;472
30/03/15;746;08111;821;248;180;814;325;1179;15;373
30/03/15;807;08112;823;270;168;902;290;1147;42;441
30/03/15;858;08113;836;276;202;889;327;1234;12;448
30/03/15;926;08114;934;267;214;1022;357;1380;29;451
30/03/15;785;08115;812;220;184;876;317;1100;35;462
30/03/15;661;08116;683;246;123;727;248;1182;29;133
30/03/15;643;08215;790;223;127;796;287;1271;34;128
30/03/15;1397;09001;1187;475;335;1429;345;1613;35;936
30/03/15;1173;09002;1028;354;250;1268;329;1506;63;632
30/03/15;1090;09003;995;312;242;1171;360;1555;48;482
30/03/15;825;09004;874;277;174;958;290;1282;25;392
30/03/15;787;09005;774;249;146;929;237;1343;46;172
30/03/15;605;09006;627;189;155;663;225;1102;20;110
30/03/15;614;09007;650;226;126;723;189;1132;13;119
30/03/15;953;09008;946;598;99;1110;92;1801;26;72
30/03/15;692;09009;732;275;98;711;340;1351;12;61
30/03/15;869;09010;925;229;177;931;457;1722;13;59
30/03/15;933;09011;954;271;203;1015;398;1659;19;209
30/03/15;902;09013;965;309;180;1023;355;1491;35;341
30/03/15;1074;09014;881;279;162;1154;360;1494;86;375
30/03/15;888;09015;892;268;159;1028;325;1506;27;247
30/03/15;676;09016;753;167;129;864;269;1372;4;53
30/03/15;709;09017;745;240;150;795;269;1365;19;70
30/03/15;709;09018;753;211;104;781;366;1408;7;47
30/03/15;1161;09019;1206;325;222;1512;308;2245;26;96
30/03/15;522;09020;617;130;84;564;361;1084;16;39
30/03/15;646;09021;730;179;120;762;315;1302;20;54
30/03/15;560;09022;640;139;106;679;276;1130;16;54
30/03/15;585;09023;621;159;111;715;221;1128;20;58
30/03/15;530;09024;624;146;96;589;323;1082;16;56
30/03/15;538;09025;629;144;82;685;256;1074;7;86
